"","yy","mm","hhooks","alb_c","alb_n","yft_c","yft_n","bet_c","bet_n","mls_c","mls_n","blm_c","blm_n","bum_c","bum_n","swo_c","swo_n","oth_c","oth_n","total_c_ton","total_c_kg","total_n","cpue_c","cpue_n","alb_idv","yft_idv","bet_idv","mls_idv","blm_idv","bum_idv","swo_idv","oth_idv","Date"
"74",2006,2,593309.24,5512.581,384225,6211.647,224065,5522.26,160876,158.541,3687,111.655,2168,1015.098,16577,1482.782,22746,671.835,52963,20686.399,20686399,867307,3486.61332157915,146.181273023828,14.3472730821784,27.7225224823154,34.3261891145976,43,51.5013837638376,61.2353260541714,65.1886925173657,12.6849876328758,"2006-02"
"75",2006,3,709766.76,6251.553,438960,7266.402,260223,6759.785,199488,302.748,5724,101.632,2295,1056.479,16917,1517.06,27012,745.757,54294,24001.416,24001416,1004913,3381.59200354776,141.583553447896,14.2417372881356,27.9237500144107,33.8856723211421,52.8909853249476,44.2840958605664,62.4507300348762,56.162446320154,13.7355324713596,"2006-03"
"76",2006,4,784057.81,6522.678,477199,6980.759,256175,6752.413,196835,207.99,4260,96.722,2138,1166.495,18880,1468.889,30529,1049.371,60378,24245.317,24245317,1046394,3092.28690675245,133.458781566119,13.6686749134009,27.24996194008,34.3049406863617,48.8239436619718,45.2394761459308,61.7846927966102,48.114546824331,17.3800225247607,"2006-04"
"77",2006,5,795421.33,8168.539,575623,7473.707,259538,7328.304,215854,265.156,5421,106.574,2292,1054.738,17130,1029.803,20135,1808.216,88068,27235.037,27235037,1184061,3423.97619636376,148.85959872361,14.1907793816439,28.7961955474728,33.9502812085947,48.9127467256964,46.4982547993019,61.5725627553999,51.1449217779985,20.5320434209929,"2006-05"
"78",2006,6,736294.71,8877.553,624329,8473.302,288189,7236.546,202183,245.465,4898,96.381,1949,1141.651,18145,1132.745,22287,1971.965,127318,29175.608,29175608,1289298,3962.49050872578,175.106242444686,14.2193506949061,29.4018925080416,35.792059668716,50.11535320539,49.4515135967163,62.9182143841279,50.8253690492215,15.4885012331328,"2006-06"
"79",2006,7,705848.21,8760.556,612173,8254.791,278085,6984.25,186407,283.392,5731,91.989,1887,1327.039,20637,1080.079,20967,1669.772,160869,28451.868,28451868,1286756,4030.87627012612,182.299250996188,14.3105886734632,29.6844166352015,37.4677453099937,49.4489617867737,48.7488076311606,64.3038716867762,51.5132827776983,10.3797002530009,"2006-07"
"80",2006,8,729402.1,7455.045,532721,6793.967,229717,7795.255,208004,279.994,5377,98.303,1993,1379.279,21324,1130.317,21426,1736.146,170942,26668.306,26668306,1191504,3656.18717028646,163.35351927284,13.9942765537683,29.5753775297431,37.4764667987154,52.0725311511996,49.3241344706473,64.6820015006565,52.7544572015308,10.1563454271039,"2006-08"
"81",2006,9,696319.8,5001.908,339634,5655.706,184777,7949.154,211605,275.585,5842,87.739,1767,1359.877,20254,1425.355,29675,1334.148,125878,23089.472,23089472,919432,3315.92926123887,132.041627999089,14.7273476742611,30.6082791689442,37.5660026936982,47.1730571722013,49.6542161856254,67.1411573022613,48.0321819713564,10.5987384610496,"2006-09"
"82",2006,10,747847.15,5381.202,346803,4828.319,162821,8026.837,227405,367.359,8952,101.935,2065,1219.809,19033,1838.426,32195,877.978,81977,22641.865,22641865,881251,3027.60597536542,117.83838448806,15.5165958771983,29.6541539482008,35.2975396319342,41.036528150134,49.363196125908,64.0891609310145,57.1028420562199,10.7100528196933,"2006-10"
"83",2006,11,719896.67,7172.201,527581,4834.143,157468,8172.869,230549,347.782,7886,95.024,2077,1037.27,16657,1899.479,29059,1059.646,110898,24618.414,24618414,1082175,3419.71494325706,150.323656865922,13.5945020764584,30.6992087281225,35.4495963981626,44.1011919857976,45.7506018295619,62.2723179444078,65.3662892735469,9.55514075997764,"2006-11"
"84",2006,12,738377.09,7536.927,570064,5110.182,164150,7323.397,204624,206.244,5093,89.647,1987,965.134,15535,1936.886,29428,1008.614,106305,24177.031,24177031,1097186,3274.34739341655,148.594263670884,13.2211944623762,31.1311727078891,35.789531042302,40.4955821716081,45.1167589330649,62.1264242034117,65.8177925784967,9.48792624994121,"2006-12"
"85",2007,1,838413.42,8249.598,551513,5486.743,182785,7134.752,204019,190.145,5088,114.375,2615,1211.239,25134,2350.354,40012,953.169,95022,25690.375,25690375,1106188,3064.16552826647,131.938250702142,14.9581206608004,30.0174686106628,34.9710174052417,37.3712657232704,43.7380497131931,48.191254873876,58.7412276317105,10.0310349182295,"2007-01"
"86",2007,2,728042.06,5586.838,359768,4880.335,172072,5933.028,166099,141.403,3471,98.866,2084,1087.279,19736,2059.707,35723,553.274,49622,20340.73,20340730,808575,2793.8949021709,111.06157795334,15.5290020235263,28.3621681621647,35.7198297400948,40.7384039181792,47.4404990403071,55.0911532225375,57.6577275144865,11.1497722784249,"2007-02"
"87",2007,3,787956.11,7833.335,508458,5950.21,216701,6860.704,189640,207.207,5091,124.199,2540,1705.572,32492,2470.222,41175,789.01,83505,25940.459,25940459,1079602,3292.11978570735,137.012961292984,15.4060610709242,27.4581566305647,36.1775152921325,40.7006482027107,48.8972440944882,52.4920595838976,59.9932483302975,9.44865576911562,"2007-03"
"88",2007,4,720895.6,7071.637,448939,6796.609,236688,6525.754,173700,170.179,3925,93.837,1981,1342.976,24456,1695.803,30240,1045.532,89190,24742.327,24742327,1009119,3432.16507355573,139.981295488556,15.7518883411778,28.7154777597512,37.5691076568797,43.3577070063694,47.3685007571933,54.9139679424272,56.0781415343915,11.7225249467429,"2007-04"
"89",2007,5,830956.41,6222.013,391503,7847.743,283232,6045.431,160293,282.532,5729,108.626,2164,1878.618,32251,1496.701,27040,2273.64,82973,26155.304,26155304,985185,3147.61444586486,118.560370693813,15.8926317295142,27.7078260930968,37.7148783789685,49.3161110141386,50.1968576709797,58.2499147313262,55.3513683431953,27.4021669699782,"2007-05"
"90",2007,6,848416.31,6444.067,435481,8265.503,302248,5582.496,152509,197.962,3937,89.497,1881,1932.528,32298,1461.26,28977,1583.505,114532,25556.818,25556818,1071863,3012.29687581089,126.336915894509,14.7975847396327,27.3467582912046,36.6043708895868,50.2824485648971,47.5794790005316,59.8342931450864,50.4282706974497,13.8258739915482,"2007-06"
"91",2007,7,841385.58,7524.28,512030,8437.569,309519,5962.389,163191,202.6,3532,86.437,1834,1848.633,33541,1275.497,24879,1641.703,152774,26979.108,26979108,1201300,3206.509434117,142.77639509819,14.694998339941,27.2602618902232,36.5362611908745,57.361268403171,47.1303162486369,55.1156196893354,51.2680172032638,10.7459580818726,"2007-07"
"92",2007,8,877048.35,6944.893,463569,7967.451,285200,7419.062,198488,205.198,3692,89.51,1862,1799.102,35985,1252.513,22767,1738.761,172408,27416.49,27416490,1183971,3125.9952772273,134.994952102698,14.9813576835379,27.9363639551192,37.3778868243924,55.5790899241603,48.0719656283566,49.9958871752119,55.0144068168841,10.0851526611294,"2007-08"
"93",2007,9,915364.82,6115.077,394635,7342.382,256485,7846.353,202285,259.132,5003,99.001,2255,1839.261,36054,1598.386,29053,1495.956,113743,26595.548,26595548,1039513,2905.45883115761,113.562699514714,15.4955262457714,28.6269450455192,38.7886051857528,51.7953228063162,43.9028824833703,51.0140622399734,55.0162117509379,13.1520708966706,"2007-09"
"94",2007,10,881109.1,4885.123,314967,6549.849,225138,7659.102,211698,307.134,6444,241.681,6167,1411.106,25035,1718.218,29483,1004.932,81937,23777.145,23777145,900869,2698.54720601569,102.242616720222,15.5099518362241,29.0925965407883,36.1793781707905,47.6620111731844,39.1893951678288,56.3653285400439,58.2782620493166,12.2646911651635,"2007-10"
"95",2007,11,740686.29,5882.544,403350,5367.811,189650,6910.235,187199,367.227,7878,246.065,6420,993.03,18062,1675.265,28458,753.887,74848,22196.064,22196064,915865,2996.68892210763,123.650864389565,14.5842171811082,28.3037753756921,36.9138456936202,46.6142421934501,38.3278816199377,54.9789613553316,58.8679808841099,10.0722397392048,"2007-11"
"96",2007,12,785930.59,7372.552,499049,5288.068,175240,6790.632,185695,239.064,5084,99.173,2328,1169.299,24336,2084.691,38271,711.34,71963,23754.819,23754819,1001966,3022.50851439693,127.487848513442,14.7732026314049,30.1761469984022,36.5687390613641,47.0228166797797,42.6000859106529,48.0481180144642,54.4718193932743,9.88480191209372,"2007-12"
"97",2008,1,733203.57,7965.103,468049,5600.086,183709,7024.245,193315,203.284,4517,89.459,2055,1028.119,20270,1981.865,31033,736.419,75375,24628.58,24628580,978323,3359.03710888915,133.431292485387,17.0176690902021,30.4834602550773,36.3357473553527,45.004206331636,43.5323600973236,50.7212136161815,63.8631456836271,9.77006965174129,"2008-01"
"98",2008,2,701826.75,8003.669,493774,5615.746,197066,6130.822,170350,214.83,5210,93.74,2223,993.939,19657,1789.872,27572,879.567,85956,23722.185,23722185,1001808,3380.06281464763,142.742920528464,16.2091746426503,28.4967777292887,35.9895626651013,41.2341650671785,42.1682411156095,50.5641247392786,64.9162918903235,10.2327586206897,"2008-02"
"99",2008,3,827793.57,7507.581,464392,6209.683,224555,6621.342,175426,298.804,6147,97.204,2234,1161.163,23033,1993.706,30774,809.282,74613,24698.765,24698765,1001174,2983.68650048828,120.944887262171,16.1664735826629,27.6532831600276,37.7443594450082,48.6097283227591,43.5111906893465,50.4130161073243,64.7854032624943,10.8463940600164,"2008-03"
"100",2008,4,866252.8,7008.166,407554,7063.948,258184,5890.059,154616,252.661,4899,109.02,2268,1257.574,24066,1693.249,26367,914.802,70596,24189.479,24189479,948550,2792.42722216886,109.500367560139,17.1956746836002,27.3601307594584,38.0947573342992,51.5739946927945,48.0687830687831,52.2552148258955,64.2184928129859,12.9582695903451,"2008-04"
"101",2008,5,912861.37,8424.625,478566,8593.392,311038,6489.684,164254,329.109,7005,123.886,2529,1497.036,27219,1291.014,20846,1567.496,83453,28316.242,28316242,1094910,3101.92137936563,119.942637073141,17.6038937158093,27.6281097486481,39.510051505595,46.9820128479657,48.986160537762,54.9996693486168,61.9310179410918,18.7829796412352,"2008-05"
"102",2008,6,829254.64,7145.645,429729,8839.66,333802,5343.178,144071,251.882,5774,128.757,2744,1556.848,30061,1041.359,19657,1370.622,88154,25677.951,25677951,1053992,3096.5097765386,127.101127827274,16.6282587398104,26.4817466641901,37.0871167688154,43.6234845860755,46.9231049562682,51.7896277568943,52.976496922216,15.5480409283753,"2008-06"
"103",2008,7,870259.23,7208.454,454749,9388.028,348730,5640.65,154658,218.135,4013,161.974,3385,1861.678,36378,1439.427,29636,1245.52,95690,27163.866,27163866,1127239,3121.35339259774,129.529105942375,15.851500498077,26.9206205373785,36.4717635039895,54.3570894592574,47.8505169867061,51.1759305074496,48.5702186529896,13.0161981398265,"2008-07"
"104",2008,8,834824.11,6169.356,402407,7382.599,259679,6044.708,149856,265.885,5278,145.833,3142,1453.895,28360,1236.174,24105,1099.53,94139,23797.98,23797980,966966,2850.65796674224,115.828710313601,15.3311348957647,28.4297112974095,40.3367766389067,50.3760894278136,46.4140674729472,51.2656911142454,51.282887367766,11.6798563825832,"2008-08"
"105",2008,9,803064.93,4982.86,313494,5705.045,196725,7140.529,164554,214.106,4435,127.248,2743,1290.381,24068,1238.279,23594,791.691,70092,21490.139,21490139,799705,2676.01512619907,99.5816116637045,15.8945944738974,29.0001016647605,43.3932265396162,48.2764374295378,46.3900838497995,53.6139687551936,52.4827922353141,11.295026536552,"2008-09"
"106",2008,10,930486.72,4399.923,269875,5362.342,183512,7747.857,195728,364.167,7604,154.697,3219,1106.4,20002,1574.386,31154,635.874,60082,21345.646,21345646,771176,2294.03016090332,82.8787755294347,16.3035590551181,29.2206613191508,39.5848166843783,47.8915044713309,48.0574712643678,55.3144685531447,50.5355973550748,10.5834359708399,"2008-10"
"107",2008,11,927652.54,6258.626,372036,5302.005,182545,7492.406,191882,353.052,7535,128.249,2808,1061.451,18389,1617.485,27927,709.67,69294,22922.944,22922944,872416,2471.07004094442,94.0455571867458,16.8226354438818,29.0449204305788,39.0469455186,46.8549435965494,45.6727207977208,57.7220621023438,57.9183227700791,10.2414350448812,"2008-11"
"108",2008,12,825579.72,6358.118,368324,5329.186,178534,7709.779,204278,274.416,7139,128.018,2753,883.307,16101,1844.094,29161,754.521,71573,23281.439,23281439,877863,2820.01100996037,106.33291718939,17.2622962391807,29.8496980967211,37.7416021304301,38.4389970584115,46.501271340356,54.8603813427737,63.238366311169,10.5419781202409,"2008-12"
"109",2009,1,821529.82,6217.56,365951,6128.625,222775,6576.115,177566,173.823,4692,99.318,1731,981.063,19134,1632.725,26440,497.761,49226,22306.99,22306990,867515,2715.29887983859,105.597505882379,16.9901434891557,27.5103804286836,37.0347645382562,37.0466751918159,57.3760831889081,51.2732831608655,61.7520801815431,10.1117498882704,"2009-01"
"110",2009,2,802989.51,7444.444,460046,6385.5,224363,5477.563,146045,145.377,3607,96.95,1733,919.998,17618,1579.732,26198,471.212,49861,22520.776,22520776,929471,2804.61646379415,115.751325319306,16.1819557174717,28.4605750502534,37.5059947276524,40.3041308566676,55.9434506635892,52.2192076285617,60.2997175356897,9.45051242454022,"2009-02"
"111",2009,3,913636.71,8471.932,523954,7186.3,263782,5392.534,148619,291.509,5799,82.237,1536,1253.004,25235,1664.608,27060,573.217,57503,24915.341,24915341,1053488,2727.05121491889,115.307100565169,16.1692285964035,27.2433297192379,36.2842839744582,50.2688394550785,53.5397135416667,49.6534178720032,61.5154471544715,9.96847121019773,"2009-03"
"112",2009,4,953594.73,9476.291,591336,7347.347,261297,5451.022,142191,213.162,4638,103.403,1915,1377.758,28004,1554.015,26339,887.845,80128,26410.843,26410843,1135848,2769.60874144093,119.112235446184,16.0252225469107,28.118757582368,38.3359143687013,45.9598965071151,53.9963446475196,49.1986144836452,59.0005315311895,11.080333965655,"2009-04"
"113",2009,5,995173.41,8364.266,559851,9052.684,315418,6186.721,157402,227.311,5111,96.341,1886,1521.029,30179,1375.556,25925,6713.34,96739,33537.248,33537248,1192511,3369.99036178026,119.829467710557,14.940164436609,28.7005941322309,39.3052248383121,44.4748581490902,51.0821845174973,50.4002452036184,53.0590549662488,69.3964171637085,"2009-05"
"114",2009,6,908096.56,10564.54,703510,11191.827,406807,5455.377,145016,190.165,4488,91.872,1877,1554.883,30669,1143.919,22340,2024.549,94926,32217.132,32217132,1409633,3547.76500860217,155.22941745314,15.0169009680033,27.5113923801704,37.6191385778121,42.37188057041,48.9461907298881,50.6988490006195,51.2049686660698,21.3276552261762,"2009-06"
"115",2009,7,992161.04,11100.293,767040,10572.787,373133,5697.772,152561,202.873,4413,107.815,2196,1782.667,34849,1177.952,23748,1378.72,122828,32020.879,32020879,1480768,3227.38725963277,149.246739218867,14.4715960054234,28.3351700332053,37.3475003441246,45.9716745977793,49.0960837887067,51.1540359838159,49.6021559710291,11.2248021623734,"2009-07"
"116",2009,8,1003948.86,10395.172,727625,8376.735,295242,6599.718,172297,227.976,4769,106.529,2339,1700.85,34318,1323.847,27732,1627.722,133954,30358.549,30358549,1398276,3023.91388740658,139.277612208255,14.2864415048961,28.3724368484159,38.3043117407732,47.8037324386664,45.544677212484,49.5614546302232,47.7371628443675,12.151350463592,"2009-08"
"117",2009,9,970960.72,7676.305,497427,8749.135,296526,6638.181,176913,243.599,5671,129.164,2549,1706.255,34891,1221.681,26939,1415.68,101540,27780,27780000,1142456,2861.08381397756,117.66243231755,15.4320231913426,29.505456519833,37.5222906174221,42.9552107212132,50.6724205570812,48.9024390243902,45.3499016296076,13.9420917864881,"2009-09"
"118",2009,10,868336.09,6737.277,408581,7420.035,256146,6646.333,183724,261.346,5991,116.449,2373,1414.757,27918,1402.655,29773,830.642,77352,24829.494,24829494,991858,2859.43360939887,114.225126816968,16.4894525198186,28.9679909114333,36.1756384576865,43.6231013186446,49.0724820901812,50.6754423669317,47.1116447788265,10.738468300755,"2009-10"
"119",2009,11,781801.25,7515.391,445987,6663.894,245217,7468.672,200816,194.467,4312,160.345,3883,1210.778,23421,1547.323,29947,793.893,73749,25554.763,25554763,1027332,3268.70326697482,131.405776084395,16.8511436432004,27.1754976204749,37.1916181977532,45.099025974026,41.2941024980685,51.6962554972034,51.6687147293552,10.7647968108042,"2009-11"
"120",2009,12,786902.69,8392.369,512751,8008.446,269959,7378.731,191784,158.571,3628,135.57,2598,1332.931,26530,1451.609,27842,857.289,75964,27715.516,27715516,1111056,3522.10207846665,141.193569944462,16.3673381426852,29.6654158594453,38.4741740708297,43.707552370452,52.1824480369515,50.2424048247267,52.137382371956,11.2854641672371,"2009-12"
"121",2010,1,815363.21,9213.639,577293,6792.718,241949,6482.914,169744,124.354,3079,169.578,3680,1500.185,31968,1592.161,28154,862.989,78815,26738.538,26738538,1134682,3279.34074925946,139.162766492739,15.9600740005508,28.0749992767071,38.1923013479121,40.387788242936,46.0809782608696,46.927708958959,56.5518576401222,10.949552750111,"2010-01"
"122",2010,2,780843.73,7841.671,524134,6497.901,237663,5641.583,147605,190.912,4551,131.18,2626,1136.758,23847,1427.111,24717,631.567,62390,23498.683,23498683,1027533,3009.39638716187,131.592655549658,14.9611950379102,27.3408187223085,38.2208123031063,41.9494616567787,49.95430312262,47.6688053004571,57.7380345511187,10.1228882833787,"2010-02"
"123",2010,3,815871.69,6151.927,452755,6263.417,226336,5577.259,147127,306.929,6311,127.688,2601,1252.673,25949,1746.091,29480,635.632,59803,22061.616,22061616,950362,2704.0546044685,116.484247663992,13.5877615929145,27.6730922168811,37.9077871498773,48.6339724290921,49.0918877354864,48.2744229064704,59.2296811397558,10.6287644432554,"2010-03"
"124",2010,4,885536.23,7136.877,491896,7564.982,268397,5256.194,138452,217.311,4917,122.499,2557,1534.83,30753,1159.61,21545,1915.085,73785,24907.388,24907388,1032302,2812.68988847582,116.573660684668,14.5089144859889,28.1857919425329,37.9640164100194,44.195851128737,47.9073132577239,49.9083016291094,53.8226966813646,25.9549366402385,"2010-04"
"125",2010,5,987450.32,11068.324,758709,9799.721,358902,4990.859,137409,284.54,6931,156.504,3091,1933.708,39671,965.667,18952,5229.787,150050,34429.11,34429110,1473715,3486.66756217163,149.244470344594,14.5883652362105,27.3047266384696,36.3211943904693,41.0532390708412,50.6321578777095,48.7436162436036,50.953303081469,34.8536287904032,"2010-05"
"126",2010,6,968943.37,12950.971,892267,10347.452,389884,4914.431,136245,264.862,6462,135.578,2965,1924.452,39349,908.421,18016,1718.809,159807,33164.976,33164976,1644995,3422.79817653327,169.772047668792,14.5146811436487,26.5398221009326,36.0705420382399,40.9876199319096,45.7261382799325,48.9072657500826,50.4230128774423,10.755530108193,"2010-06"
"127",2010,7,963597.65,12537.213,872532,9877.364,363440,5058.663,136326,234.355,4851,126.5,2480,1929.219,38836,843.716,18676,1553.116,160664,32160.146,32160146,1597805,3337.50772430796,165.816614434458,14.3687715751399,27.1774268104777,37.1071035605827,48.3106575963719,51.008064516129,49.6760479967041,45.1764831869779,9.666857541204,"2010-07"
"128",2010,8,1004029.21,10121.79,701557,8971.405,325217,5449.135,144497,176.827,3406,99.53,2064,1690.26,35361,975.819,19873,1389.925,130545,28874.691,28874691,1362520,2875.88156922247,135.705215189905,14.4276088756865,27.5859041809008,37.711059745185,51.9163241338814,48.2218992248062,47.8001187749215,49.1027524782368,10.6470948715002,"2010-08"
"129",2010,9,957875.43,7907.613,514421,7425.739,268794,5828.089,147993,203.737,4054,114.076,2412,1399.318,29491,1222.039,22914,1270.629,128354,25371.24,25371240,1118433,2648.69931991052,116.761842403662,15.3718705107295,27.6261337678668,39.3808423371376,50.2557967439566,47.2951907131012,47.4489844359296,53.3315440342149,9.89941100394222,"2010-09"
"130",2010,10,922492.51,7593.723,484821,7115.377,243789,7592.299,178930,215.349,4756,109.317,2266,1127.43,22491,1483.09,25883,1297.819,127208,26534.404,26534404,1090144,2876.38151121682,118.173750809099,15.6629415805008,29.1866203971467,42.4316716034203,45.2794365012616,48.2422771403354,50.1280512204882,57.2997720511533,10.2023379032765,"2010-10"
"131",2010,11,824418.12,7317.406,466332,6591.738,226720,6111.159,159861,169.556,3729,95.876,2164,1125.526,21740,1583.849,25001,889.407,82980,23884.517,23884517,988527,2897.13634629962,119.906025355192,15.6914086959505,29.0743560338744,38.2279542852853,45.4695628854921,44.3049907578558,51.7721251149954,63.3514259429623,10.7183297180043,"2010-11"
"132",2010,12,735450.92,8063.583,499591,6684.009,244313,5361.127,144197,178.771,4226,120.537,2481,1042.481,20420,1466.592,23556,710.598,71727,23627.698,23627698,1010511,3212.68181974672,137.400195243484,16.1403688216961,27.3583845313184,37.1791854199463,42.3026502602934,48.584038694075,51.051958863859,62.2598064187468,9.90698063490736,"2010-12"
"133",2011,1,813631.54,6729.804,441450,8546.488,313236,5658.112,162702,248.582,8664,99.302,2405,1153.02,23494,1360.429,23472,836.835,93078,24632.572,24632572,1068501,3027.48489813952,131.324923810107,15.2447706422018,27.2845011429082,34.7759216235818,28.6913665743306,41.2898128898129,49.0772112028603,57.9596540558964,8.99068523174112,"2011-01"
"134",2011,2,812152.05,7156.698,506484,7449.595,284150,5205.73,148153,315.384,10473,84.523,2304,1146.327,23914,1295.391,23073,852.077,91249,23505.725,23505725,1089800,2894.25175987674,134.186695705564,14.1301561352382,26.2171212387823,35.1375267459991,30.1140074477227,36.6853298611111,47.9353934933512,56.1431543362372,9.33793247049283,"2011-02"
"135",2011,3,968602.57,5755.929,452702,8434.896,308440,5958.447,166989,355.761,10878,93.186,2878,1390.727,30150,1432.468,24881,947.313,98004,24368.727,24368727,1094922,2515.86437562312,113.041409749718,12.7146091689456,27.3469588898976,35.6816736431741,32.7046332046332,32.3787352328006,46.1269320066335,57.5727663679113,9.66606465042243,"2011-03"
"136",2011,4,988353.27,5139.778,373907,9068.923,333422,6342.883,168450,295.759,7673,109.742,2953,1674.379,35825,1317.608,23485,1054.855,113427,25003.927,25003927,1059142,2529.85726449815,107.16229026085,13.7461400829618,27.1995339239762,37.6543959631938,38.5454190016942,37.16288520149,46.7377250523378,56.1042367468597,9.29985805848696,"2011-04"
"137",2011,5,1023953.72,7430.289,468462,9934.6,365299,6190.873,168149,293.158,7655,132.908,3301,1972.197,39640,1271.697,23547,4995.051,105369,32220.773,32220773,1181422,3146.70207946508,115.378456752909,15.8610282157357,27.1958039852285,36.8177806588205,38.2962769431744,40.2629506210239,49.7526992936428,54.0067524525417,47.4053184522962,"2011-05"
"138",2011,6,958281.59,6953.604,444600,9796.046,351364,5580.231,156113,305.245,7756,217.265,7431,1813.265,35688,1097.796,21327,1871.906,114146,27635.358,27635358,1138425,2883.8452380161,118.798588210382,15.6401349527665,27.8800503181885,35.7448194577005,39.3559824651882,29.2376530749563,50.808815288052,51.4744689829793,16.3992255532388,"2011-06"
"139",2011,7,956321.75,6449.619,431597,8615.359,299725,5707.818,163666,269.685,6241,110.484,2361,1702.593,32238,1024.686,21181,1380.91,119800,25261.154,25261154,1076809,2641.49110903313,112.599028517337,14.9436140658994,28.7442121945116,34.8747937873474,43.2118250280404,46.7954256670902,52.8132328308208,48.3776025683395,11.5267946577629,"2011-07"
"140",2011,8,1014377.72,6283.705,449467,7540.672,256911,6172.167,163585,294.396,7332,87.39,1940,1599.938,31502,1024.108,24416,1284.34,101800,24286.716,24286716,1036953,2394.24777586795,102.225529953477,13.9803478342125,29.3513006449704,37.7306415624904,40.152209492635,45.0463917525773,50.7884578756904,41.9441349934469,12.6163064833006,"2011-08"
"141",2011,9,991134.52,5651.305,355241,6658.567,226168,6721.816,170816,273.263,6592,98.142,1954,1382.465,27584,1209.287,23888,1059.998,92620,23054.843,23054843,904863,2326.10634931775,91.2956800253511,15.908369247919,29.4408006437692,39.351208317722,41.4537317961165,50.2262026612078,50.1183657192575,50.6231999330208,11.4445908011229,"2011-09"
"142",2011,10,1015349.14,6643.644,412424,7158.327,236356,7949.424,192825,334.233,9123,134.826,3411,1394.536,26572,1647.629,30851,1033.395,97335,26296.014,26296014,1008897,2589.84943839121,99.3645397680644,16.1087715554866,30.2862080928768,41.2261065733178,36.6363038474186,39.5268249780123,52.4814090019569,53.4060160124469,10.6168901217445,"2011-10"
"143",2011,11,888759.37,8144.929,500692,6372.457,211228,7968.119,199927,314.357,8562,104.096,2425,1296.208,24328,1615.254,29532,835.434,86749,26650.854,26650854,1063443,2998.65800570969,119.654772247296,16.2673439959097,30.1686187437272,39.8551421268763,36.715370240598,42.9261855670103,53.2804998355804,54.6950426655831,9.6304741265029,"2011-11"
"144",2011,12,977908.36,8295.648,486918,6422.193,241084,7997.349,205635,255.937,7470,94.241,2357,1485.055,28927,1737.923,29757,944.991,96512,27233.337,27233337,1098660,2784.8557302445,112.347950476668,17.0370534669082,26.6388188349289,38.8909913195711,34.2619812583668,39.9834535426389,51.3380233000311,58.4038377524616,9.79143526193634,"2011-12"
"145",2012,1,939409.49,7809.851,542630,5229.558,208588,6857.678,181100,319.401,8788,106.433,2192,1110.474,22477,1724.018,28073,1747.023,187843,24904.436,24904436,1181691,2651.0734951166,125.790830578047,14.3925897941507,25.0712313268261,37.8668028713418,36.3451297223487,48.555200729927,49.4049027895182,61.4119616713568,9.30044239071991,"2012-01"
"146",2012,2,955820.94,6894.821,467758,5802.084,224181,6006.208,157830,343.936,8798,126.985,2936,1145.586,23594,1616.165,27736,2281.429,264408,24217.214,24217214,1177241,2533.65593769059,123.165433056949,14.7401455453461,25.8812477417801,38.054919850472,39.0925210275063,43.2510217983651,48.5541239298127,58.2695774444765,8.62844165078212,"2012-02"
"147",2012,3,1165725.89,6573.542,510956,6263.283,243941,6552.972,169741,410.363,9474,118.036,2483,1416.561,29517,1832.992,31209,2704.095,283735,25871.844,25871844,1281056,2219.37628922353,109.893415852675,12.8651821291853,25.6754010190989,38.6057110538998,43.314650622757,47.5376560612163,47.9913609106617,58.7328014354834,9.53035402752568,"2012-03"
"148",2012,4,1135038.74,7430.969,526295,7084.891,270209,6716.464,165645,351.74,8222,136.431,2974,1516.021,31314,1655.646,30960,3318.905,350641,28211.067,28211067,1386260,2485.47172936141,122.133276261566,14.1193988162532,26.2200407832456,40.54733918923,42.7803454147409,45.8745796906523,48.4135211087692,53.4769379844961,9.46525078356496,"2012-04"
"149",2012,5,1112722.38,10478.989,717822,8126.085,296279,7443.241,192738,368.407,7930,117.183,2425,1455.483,27433,1416.344,26141,6252.697,300026,35658.429,35658429,1570794,3204.61146831611,141.166748169476,14.5983112805124,27.4271379341769,38.6184405773641,46.4573770491803,48.3228865979381,53.0559180548974,54.1809418155388,20.8405171551799,"2012-05"
"150",2012,6,985533.65,9775.3,657173,9646.436,371893,6957.432,182230,324.087,6818,96.917,2345,1497.837,30034,1312.227,24969,4287.512,228894,33897.748,33897748,1504356,3439.53227776647,152.64379861611,14.8747742223128,25.93874044416,38.1793996597706,47.5340275740686,41.32921108742,49.8713791036825,52.5542472666106,18.7314302690328,"2012-06"
"151",2012,7,951335.57,9092.895,597546,10255.08,413226,6658.999,177756,244.658,4797,108.509,3480,1525.26,31567,916.63,18878,2808.749,199671,31610.78,31610780,1446921,3322.77915352203,152.093650823967,15.217062786798,24.8171218655167,37.4614584036544,51.0022930998541,31.1807471264368,48.3181803782431,48.5554613836211,14.0668850258676,"2012-07"
"152",2012,8,919796.5,8161.889,548396,9044.084,360976,6439.991,161632,247.348,4290,118.874,2643,1480.356,30160,1108.642,21883,2099.858,222021,28701.042,28701042,1352001,3120.36869024833,146.989143794307,14.8832030138805,25.0545299410487,39.8435396456147,57.6568764568765,44.9769201664775,49.0834217506631,50.6622492345656,9.45792515122443,"2012-08"
"153",2012,9,938767.37,7421.235,482865,7704.207,295041,6532.732,160721,217.575,4024,112.056,2341,1397.048,27871,1238.197,24127,2694.293,312581,27317.343,27317343,1309571,2909.91611691829,139.498990042656,15.3691715075642,26.1123267613654,40.6464121054498,54.0693339960239,47.8667236223836,50.1255067991819,51.3199734737017,8.61950342471232,"2012-09"
